block_number,tx_hash,log_index,exchange,orderHash,maker,taker,makerAssetId,takerAssetId,makerAmountFilled,takerAmountFilled,fee
74999029,0x6d317bc46ef3f33bbc001c66ae7fe34b3f375033567f41911b92e3484ed33424,388,CTFExchange,0x99b970c19d13844c155314a5cd096337903898f9840442e8d2d980dd1bd61965,0x02ed0f0e6930fbbdd429c7496c2acd73e10a6943,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0,46685345893884415773039836192245313503885999822522989522201052381949274399151,3999998,5633800,0
74999029,0x10f62914c518cc3fab45236047ffac9274fad59385145709f6c5cb650c922063,395,CTFExchange,0xbb5625e4b5e07bf0ece3e0354e3bd29c0430136be3c117c0c8d61ed734dc731c,0x3d2d66eb933cfa7aa7b9fc21e6614f080de99360,0x9155e8cf81a3fb557639d23d43f1528675bcfcad,0,46685345893884415773039836192245313503885999822522989522201052381949274399151,3780000,6000000,0
74999029,0x10f62914c518cc3fab45236047ffac9274fad59385145709f6c5cb650c922063,397,CTFExchange,0xf9b57377c0a45b1b29e9fbc96da77267b26dfe74ae42c51c29005afc7d4971e4,0x9155e8cf81a3fb557639d23d43f1528675bcfcad,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,46685345893884415773039836192245313503885999822522989522201052381949274399151,0,6000000,3780000,0
74999030,0x2be6da24b7f77ae2b7efef8e1132c2d5652703fc881adb13cfb9087e90a9d87e,334,CTFExchange,0xbb5625e4b5e07bf0ece3e0354e3bd29c0430136be3c117c0c8d61ed734dc731c,0x3d2d66eb933cfa7aa7b9fc21e6614f080de99360,0x9155e8cf81a3fb557639d23d43f1528675bcfcad,0,46685345893884415773039836192245313503885999822522989522201052381949274399151,19530000,31000000,0
74999030,0x2be6da24b7f77ae2b7efef8e1132c2d5652703fc881adb13cfb9087e90a9d87e,336,CTFExchange,0xcafc1d8d881a73467a8e4931306d06bec5201f43b4be1678db069d9a727857d8,0x9155e8cf81a3fb557639d23d43f1528675bcfcad,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,46685345893884415773039836192245313503885999822522989522201052381949274399151,0,31000000,19530000,0
74999030,0x6676d633ca976b5476076022f32b57fcdf46511885d9479940483c9d9fcf0ebd,348,CTFExchange,0x7b34df205938fbc7664ed1f0e0aa75748c864fab0b8a2f9c6b92ce4805f1ce37,0x9f230af9ec25497012b268113006ea345a21bfe3,0x8f13b569addc9579f2c6d8f1b6770357c80d6e98,0,112778711498905740111836694859668469878085679408896707523036560909647257536854,2700000,6000000,0
74999030,0x6676d633ca976b5476076022f32b57fcdf46511885d9479940483c9d9fcf0ebd,350,CTFExchange,0x76b79ce2688659b0bbe9eaa38d8e31c50c61a545e5aed1fb71402f2d253f98a5,0x8f13b569addc9579f2c6d8f1b6770357c80d6e98,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0,89360317996809432244128669429418024804274959892269320901363259707143930161483,3300000,6000000,0
74999030,0x774f23f035fd5899908e657e5457212c71674b0de4bf651642b72ed4e12855d9,357,CTFExchange,0x93e91b41ef81861855c763e37ce1155478d2d471700c130ec377b784316a0fc8,0xf0b0ef1d6320c6be896b4c9c54dd74407e7f8cab,0x56532348e4d41a8393eef83aec589f00c9796797,77792471352855495925846496641614500670441514965285263225750476661459173142526,0,3410695,3379998,0
74999030,0x774f23f035fd5899908e657e5457212c71674b0de4bf651642b72ed4e12855d9,359,CTFExchange,0xe844dd912a0e155ae577fe182030b33cf5f5ede0564cf413fbe0aaa5dc872e46,0x56532348e4d41a8393eef83aec589f00c9796797,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0,77792471352855495925846496641614500670441514965285263225750476661459173142526,3379998,3410695,0
74999031,0xe6131b47a6e88378605434942f025ef50d5324f19c48b3494074d5ddfbdf7d06,478,CTFExchange,0x6ee65df9f580e959d701b8d64b9e16e01a7b4b7756b05d5c1d958e5d11da46da,0x691ec8adc46f2e3bff0aee1e917f4a716a02d59d,0xf39bc4e5dd4c12f11717f099818997686b01498b,0,78079109845641367151494324629719289128490141024243348969677580023454960860119,3590000,5000000,0
74999031,0xe6131b47a6e88378605434942f025ef50d5324f19c48b3494074d5ddfbdf7d06,480,CTFExchange,0xa1475d2e901dc31ecbdff4edd7a64fbe58ca1f1f5dc84ff22c401c80c42d90d5,0xf39bc4e5dd4c12f11717f099818997686b01498b,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0,45054874719508043008435328249300392990230706337026375169639446812487388687614,1410000,5000000,0
74999033,0xe717010a2c05fb33ec79d56ef4d755e626113e05bbf4834b11d7576f869e90da,329,CTFExchange,0x364b0121d2805c4b195e65926b76e2ac46b44b33265d2a8c8cbff7fc1fb9e497,0xd1b1bdb14153b4dda46359b8e1306d8b6c403fff,0x5ea8343bf0c91b8dec32b35e6cd281cd4e069e5f,0,20985429954197569958698305130803370735196249847480391235068580072284758773693,3500000,7000000,0
74999033,0xe717010a2c05fb33ec79d56ef4d755e626113e05bbf4834b11d7576f869e90da,331,CTFExchange,0x0ff975450bf5658aa65c65d15ee622d24fca12b88ecabbc9d1641e20161bc1a7,0x5ea8343bf0c91b8dec32b35e6cd281cd4e069e5f,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0,112483173598866317229836824249132056560800975513976935451520078215788900945353,3500000,7000000,0
74999033,0x86d492f7aadc8b9abc6913670082563bc3186e6cce9a030ee22645f03b2e8637,339,CTFExchange,0x952bcd52b303d856626de125ccdd45aedca43019d5a72a15f5155c2176e454c5,0x35babd5d42a0d28341fe70e1714253ed370f9cdf,0x32526c1de010a670eed9a5fbddacccb551c17830,0,72213402545998769711123636766651921655153165755936317649722665600548281920234,5400000,10000000,0
74999033,0x86d492f7aadc8b9abc6913670082563bc3186e6cce9a030ee22645f03b2e8637,341,CTFExchange,0x00f50804b215e2e2ef85c8ecffb263c573c4963602b16daf9c1a5622e7abe8d0,0x32526c1de010a670eed9a5fbddacccb551c17830,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,72213402545998769711123636766651921655153165755936317649722665600548281920234,0,10000000,5400000,0
